nome,tot,male,female
GRAZIANA CAR,5,0,5
GRAZIANA CRISTINA,4,0,4
GRAZIANA MARIA,2,0,2
GRAZIANA ZAIRA,2,0,2
GRAZIANILO,5,5,0
GRAZIANNA,25,0,25
GRAZIANO,9162,9153,9
GRAZIANO ALFONSO,7,7,0
GRAZIANO ANGELO,8,8,0
GRAZIANO ANTONIO,16,16,0
GRAZIANO CARLO,5,5,0
GRAZIANO CLAUDIO,11,11,0
GRAZIANO CRISTOFORO,5,5,0
GRAZIANO DANILO,5,5,0
GRAZIANO DARIO,10,10,0
GRAZIANO DOMENICO,5,5,0
GRAZIANO EDOARDO,9,9,0
GRAZIANO EGIDIO,10,10,0
GRAZIANO EMILIO,5,5,0
GRAZIANO ENRICO,5,5,0
GRAZIANO ERNESTO,17,17,0
GRAZIANO FLAVIO,10,10,0
GRAZIANO FRANCESCO,2,2,0
GRAZIANO GIANMARIA,5,5,0
GRAZIANO GINO,4,4,0
GRAZIANO GIO,3,3,0
GRAZIANO GIORGIO,10,10,0
GRAZIANO GIOVANNI B.,5,5,0
GRAZIANO GIUSEPPE,15,15,0
GRAZIANO LUIGI,14,14,0
GRAZIANO MARIA,11,11,0
GRAZIANO MARIO,10,10,0
GRAZIANO MASSIMO,5,5,0
GRAZIANO PAOLO,10,10,0
GRAZIANO PIETRO,14,14,0
GRAZIANO PIETRO FRANCESCO,5,5,0
GRAZIANO PLACIDO,1,1,0
GRAZIANO PROSPERO,5,5,0
GRAZIANO ROCCO,5,5,0
GRAZIANO SALVATORE,10,10,0
GRAZIANO SERGIO,8,8,0
GRAZIANO TEODORO,5,5,0
GRAZIANO VINCENZO,9,9,0
GRAZIANTONIO,25,25,0
GRAZIELLA,3138,17,3121
GRAZIELLA ALESSANDRA,9,0,9
GRAZIELLA ANGELA,5,0,5
GRAZIELLA AURORA,7,0,7
GRAZIELLA CATERINA,8,0,8
GRAZIELLA CLARA,16,0,16
GRAZIELLA ELISA,4,0,4
GRAZIELLA ELVIRA,5,0,5
GRAZIELLA EVANGELINA,7,0,7
GRAZIELLA GUARISCO,4,0,4
GRAZIELLA LEYLA,1,0,1
GRAZIELLA LUSSORIA,25,0,25
GRAZIELLA MARIA,24,0,24
GRAZIELLA SECONDA,9,0,9
GRAZIELLA SILVANA,5,0,5
GRAZIELLA SILVIANA,5,0,5
GRAZIELLA TERESA,1,0,1
GRAZIELLO,29,29,0
GRAZIETTA,22,0,22
GRAZIETTO,5,5,0
GRAZIO,63,63,0
GRAZIO ANGELO,19,19,0
GRAZIO GIOVANNI,5,5,0
GRAZIO GIULIO,11,11,0
GRAZIO MICHELE,10,10,0
GRAZIO SALVATORE,10,10,0
GRAZIO SERGIO,17,17,0
GRAZIOSA,9,0,9
GRAZIOSO,26,26,0
GRAZIUCCIO,9,9,0
GRAZZIANO,4,4,0
GRECA,15,0,15
GRECO,15,15,0
GREGOR,98,98,0
GREGOR CHRISTIAN,10,10,0
GREGORI,7,7,0
GREGORIA,11,0,11
GREGORIO,2261,2261,0
GREGORIO ALFIO,22,22,0
GREGORIO AMEDEO,1,1,0
GREGORIO ANGELO,25,25,0
GREGORIO ANTONIO,24,24,0
GREGORIO DARIO,27,27,0
GREGORIO DOMENICO,12,12,0
GREGORIO FRA,5,5,0
GREGORIO FRANCO,5,5,0
GREGORIO GIOVANNI,5,5,0
GREGORIO GIUSEPPE,25,25,0
GREGORIO LEONARDO,10,10,0
GREGORIO LUI,5,5,0
GREGORIO LUIGI,5,5,0
GREGORIO MARCELLO,8,8,0
GREGORIO PAOLO,30,30,0
GREGORIO SERGIO,2,2,0
GREGORIO STEFANO,15,15,0
GREGORY,4,4,0
GRETA,152,0,152
GRETA MARIA,5,0,5
GRIECO,4,4,0
GRISA ELEONARA,5,0,5
GRISA ELEONORA,5,0,5
GRISANTE,5,5,0
GRMANO,4,4,0
GRNNARO,4,4,0
GRODRIGO,5,5,0
GROLANDO,5,5,0
GUALBERTO,93,93,0
GUALFARDO,23,23,0
GUALFREDO,24,24,0
GUALTIERO,1273,1273,0
GUALTIERO ENRICO,5,5,0
GUALTIERO ERMETE,4,4,0
GUALTIERO FULVIO,1,1,0
GUARDUCCI,4,4,0
GUATTEO,1,1,0
GUDO,5,5,0
GUDRUN,31,0,31
GUELFO,49,49,0
GUENDALINA,49,0,49
GUENTHER,10,10,0
GUERINA,19,0,19
GUERINO,831,831,0
GUERINO ANGELO,14,14,0
GUERINO ANTONINO,7,7,0
GUERINO CARMINE,8,8,0
GUERINO COCUCCIA,4,4,0
GUERINO FERRUCCIO,5,5,0
GUERINO LUCIANO,5,5,0
GUERRI,10,10,0
GUERRIERO,70,70,0
GUERRINA,29,0,29
GUERRINI ANTONIO,5,5,0
GUERRINO,1448,1448,0
GUERRINO E,5,5,0
GUERRINO FRANCESCO,17,17,0
GUERRINO LUIGI,10,10,0
GUGLIELMA,47,0,47
GUGLIELMA BRUNA,6,0,6
GUGLIELMIMO,4,4,0
GUGLIELMINA,148,0,148
GUGLIELMINA MANUELA,10,0,10
GUGLIELMINO,81,81,0
GUGLIELMINO CARLO,5,5,0
GUGLIELMO,3592,3592,0
GUGLIELMO ALESSIO,5,5,0
GUGLIELMO ALFREDO,5,5,0
GUGLIELMO ANTONIO,15,15,0
GUGLIELMO AURELIO,9,9,0
GUGLIELMO C.,5,5,0
GUGLIELMO CLAUDIO,5,5,0
GUGLIELMO ENZO,2,2,0
GUGLIELMO FABIO,5,5,0
GUGLIELMO FRANCESCO,9,9,0
GUGLIELMO FRANCO,5,5,0
GUGLIELMO GIOVANNI,2,2,0
GUGLIELMO GIOVANNI B,5,5,0
GUGLIELMO GIUSEPPE,3,3,0
GUGLIELMO LUCIANO,25,25,0
GUGLIELMO LUIGI,9,9,0
GUGLIELMO MARIA,4,4,0
GUGLIELMO MASSIMO,3,3,0
GUGLIELMO OSVALDO,20,20,0
GUGLIELMO PIERO,4,4,0
GUGLIELMO RENATO,10,10,0
GUGLIELMO ROGER,5,5,0
GUGLIELMO SECONDO,5,5,0
GUGLIELMO STEFANO,10,10,0
GUGLIELMO VALENTINO,10,10,0
GUGLIELMO VITTORIO,9,9,0
GUGLIEMO,4,4,0
GUID'UBALDO,14,14,0
GUIDA,4,4,0
GUIDALMO PRIMO,4,4,0
GUIDARDO,5,5,0
GUIDELFO,5,5,0
GUIDENO,2,2,0
GUIDINA,5,0,5
GUIDINO,17,17,0
GUIDO,16046,16046,0
GUIDO ADOLFO,23,23,0
GUIDO ALESSANDRO,26,26,0
GUIDO ALFONSO,5,5,0
GUIDO ALFREDO,4,4,0
GUIDO ANDREA,5,5,0
GUIDO ANDREAS MARIA,5,5,0
GUIDO ANGELO,35,35,0
GUIDO ANNIBALE,5,5,0
GUIDO ANTONI,9,9,0
GUIDO ANTONIO,50,50,0
GUIDO ARMANDO,5,5,0
GUIDO ARTURO,10,10,0
GUIDO BARBATO,8,8,0
GUIDO BASSANO,8,8,0
GUIDO BERARD,8,8,0
GUIDO BORTOLO,5,5,0
GUIDO CAMILLO,1,1,0
GUIDO CARISIO,34,34,0
GUIDO CESARE,5,5,0
GUIDO CLAUDIO,10,10,0
GUIDO COSTANTINO,7,7,0
GUIDO COSTANZO,3,3,0
GUIDO DANIELE,16,16,0
GUIDO DAVID,5,5,0
GUIDO DOMENICO MICHE,5,5,0
GUIDO DONATO,10,10,0
GUIDO DUCCIO,19,19,0
GUIDO EDOARDO,5,5,0
GUIDO ELVIRO,5,5,0
GUIDO EMANUELE,4,4,0
GUIDO ENRICO,4,4,0
GUIDO ERASMO,5,5,0
GUIDO ERMINIO,5,5,0
GUIDO ERNESTO,5,5,0
GUIDO EUGENIO,9,9,0
GUIDO F,5,5,0
GUIDO FALCO,11,11,0
GUIDO FELICE,22,22,0
GUIDO FILIPPO,4,4,0
GUIDO FIRMINIO,23,23,0
GUIDO FRANCE,4,4,0
GUIDO FRANCESCO,30,30,0
GUIDO FRANCO,10,10,0
GUIDO GABRIELE,8,8,0
GUIDO GAETANO,7,7,0
GUIDO GERMANO,21,21,0
GUIDO GIACOMO,28,28,0
GUIDO GIANNI,10,10,0
GUIDO GIORGIO,1,1,0
GUIDO GIOVANNI,50,50,0
GUIDO GIULIO,5,5,0
GUIDO GIUSEPPE,32,32,0
GUIDO GUERRINO,2,2,0
GUIDO IGNAZIO,4,4,0
GUIDO IPPOLITO GUIDO,3,3,0
GUIDO IVAN,7,7,0
GUIDO LINO,5,5,0
GUIDO LORENZO,37,37,0
GUIDO LUCA,6,6,0
GUIDO LUCIANO,18,18,0
GUIDO LUIGI,35,35,0
GUIDO MARCO,10,10,0
GUIDO MARIA,61,61,0
GUIDO MARIA ANTONIO,4,4,0
GUIDO MARIA VINCENZO,2,2,0
GUIDO MARIANO,15,15,0
GUIDO MARIO,33,33,0
GUIDO MARIO RICCARDO,2,2,0
GUIDO MARTINO,31,31,0
GUIDO MASSIMO,26,26,0
GUIDO MATTEO,13,13,0
GUIDO MAURO,4,4,0
GUIDO MICHELE,28,28,0
GUIDO NICCOLO',3,3,0
GUIDO NICOLA,25,25,0
GUIDO NUNZIO,6,6,0
GUIDO OMOBONO,20,20,0
GUIDO OTTORINO,4,4,0
GUIDO PAOLO,13,13,0
GUIDO PIER MARIO,5,5,0
GUIDO PIERGIACOMO,5,5,0
GUIDO PIERO ANGELO,3,3,0
GUIDO PIETRO,51,51,0
GUIDO QUINTINO,3,3,0
GUIDO RAFFAELE,16,16,0
GUIDO REMO,5,5,0
GUIDO RENATO,2,2,0
GUIDO RICCARDO,10,10,0
GUIDO RODOLFO,8,8,0
GUIDO ROMANO,28,28,0
GUIDO SANTINO,2,2,0
GUIDO SANTO,14,14,0
GUIDO SECONDO,10,10,0
GUIDO SERGIO,17,17,0
GUIDO SEVERO,10,10,0
GUIDO STEFANO,8,8,0
GUIDO TIZIANO,14,14,0
GUIDO TOMASO,15,15,0
GUIDO TOMMASO,1,1,0
GUIDO TONINO,5,5,0
GUIDO UBALDO,9,9,0
GUIDO VITO,10,10,0
GUIDO VITTORIO,18,18,0
GUIDO WALTER,10,10,0
GUIDO-MARIO,5,5,0
GUIDONE,5,5,0
GUIGO,8,8,0
GUILIANA,4,0,4
GUILLERMO,2,2,0
GUIODO,5,5,0
GUIRARDO,20,20,0
GUIRINO,1,1,0
GUISCARDO,21,21,0
GUISEPPE,10,10,0
GUIUSEPPE,5,5,0
GUJA,9,5,4
GULIANO,5,5,0
GUNDA,5,0,5
GUNDOLF,6,6,0
GUNNAR LUDWIG,2,2,0
GUNTER,45,45,0
GUNTER PAUL,9,9,0
GUNTHER,446,446,0
GUNTHER ANTON,12,12,0
GUNTHER JOSEF,5,5,0
GUNTHER SEBASTIAN,15,15,0
GUSEPPE,16,16,0
GUSEPPINO,4,4,0
GUSMANO,4,4,0
GUSTAV,72,72,0
GUSTAV ERICH,47,47,0
GUSTAVO,975,975,0
GUSTAVO ALBERTO,2,2,0
GUSTAVO ANGELO,1,1,0
GUSTAVO EUGENIO,5,5,0
GUSTAVO LELI,5,5,0
GUSTAVO MARIO,1,1,0
GUSTAVO OMAR,5,5,0
GUSTAVO PIERO,5,5,0
GUSTAVO VINCENZO,5,5,0
GUSTINO,5,5,0
GUSTY JOSEF,7,7,0
GUY JEAN,5,5,0
GUYA,10,0,10
GUYA TERESA,3,3,0
HADAR,5,5,0
HAIDRUN,12,0,12
HAIM,11,11,0
HAIMO,10,10,0
HAMIDA,1,0,1
HANA,5,0,5
HANAA,5,0,5
HANNA MARIANNA,5,0,5
HANNABELLE,5,0,5
HANNES,114,114,0
HANNES HERMANN,5,5,0
HANNES PETER PAUL,17,17,0
HANNS,5,5,0
HANS,229,229,0
HANS ALFRED,5,5,0
HANS CHRISTIAN,5,5,0
HANS FERDINAND,10,10,0
HANS FRIEDER,5,5,0
HANS GEORG,6,6,0
HANS JOACHIM,10,10,0
HANS JORG,4,4,0
HANS JOSEF,15,15,0
HANS KARL,15,15,0
HANS PETER,92,92,0
HANS-PETER,5,5,0
HANSAL CRISTIAN,13,13,0
HANSEL NICOLA,8,8,0
HANSJORG,216,216,0
HANSMARTIN JOSEF,5,5,0
HANSPETER,60,60,0
HARALD,192,192,0
HARRIET,2,2,0
HARTMANN,186,186,0
HARTMUT,35,35,0
HARTMUTH,5,5,0
HARTWIG,35,35,0
HARTWIG FRIEDRICH,50,50,0
HASSAN,3,3,0
HASSANE,5,5,0
HASSEN,6,6,0
HAYAT,10,0,10
HAYDEE NANCY,5,0,5
HAYMO,15,15,0
HECTOR,2,2,0
HEDDA,4,0,4
HEDWIG,50,0,50
HEIDELINDE MARIA,10,0,10
HEIDI,62,10,52
HEIDI MONICA,18,0,18
HEIDRUN,20,0,20
HEIKO,24,24,0
HEINER,5,5,0
HEINOLD,5,5,0
HEINRICH,928,928,0
HEINRICH ANDREA,2,2,0
HEINRICH JOSEF,25,25,0
HEINRICH KARL,5,5,0
HEINRICH NORBERT,10,10,0
HEINRICH PETER,10,10,0
HEINZ,94,94,0
HEINZ ECKHARD,5,5,0
HEINZ MARIO,10,10,0
HELDER,7,7,0
HELEN,14,0,14
HELENA,3,0,3
HELENA M.CARMEN,8,0,8
HELENA MARTHA,15,0,15
HELENE,117,0,117
HELENE MARGARETH,13,0,13
HELENE MARIA,5,0,5
HELENIA,3,0,3
HELENIO,11,11,0
HELGA,244,0,244
HELGA ANTONELLA RITA,2,0,2
HELGA ERIKA,5,0,5
HELGA IN CIABATTONI,10,0,10
HELGA LUISA,9,0,9
HELLEN,3,0,3
HELMA,10,0,10
HELMAR,20,20,0
HELMUT,440,440,0
HELMUT ANTON,15,15,0
HELMUT FELIX,1,1,0
HELMUT GEBHARD,34,34,0
HELMUT GEORG,1,1,0
HELMUT JOSEF,49,49,0
HELMUT NIKOLAUS,5,5,0
HELMUT PAUL,12,12,0
HELMUTH,326,326,0
HENDRIK,1,1,0
HENDRIK BARTOLOMEO,19,19,0
HENRI,9,9,0
HENRICH,4,4,0
HENRY,70,70,0
HENRY DELFINO DONATO,5,5,0
HERBERT,753,753,0
HERBERT ALOIS,5,5,0
HERBERT FLOR,5,5,0
HERBERT FRANZ,10,10,0
HERBERT JOSEF,10,10,0
HERBERT JOSEF VIGIL,10,10,0
HERLINDE,30,0,30
HERMAN,60,60,0
HERMAN JOHN CHARLES EVAN,4,4,0
HERMANN,663,663,0
HERMANN ADOLF,5,5,0
HERMANN ALOIS,10,10,0
HERMANN ANTON,37,37,0
HERMANN BERNHARD,48,48,0
HERMANN CHRISTIAN,4,4,0
HERMANN FRANZ,20,20,0
HERMANN FRANZ EDUARD,19,19,0
HERMANN JOSE,5,5,0
HERMANN JOSEF,90,90,0
HERMANN MATHIAS,22,22,0
HERMES,15,15,0
HERMINE,2,0,2
HERMO,18,18,0
HEROS,14,14,0
HERRI,10,10,0
HERTA,83,0,83
HERTA EMMA,5,0,5
HERTZ,2,2,0
HERVÈ ANTONIO,1,1,0
HERVE',7,7,0
HERWIN,48,48,0
HILARIO,2,2,0
HILARY,11,0,11
HILDA,5,0,5
HILDEGARD,75,0,75
HILDEGARD ANNA,5,0,5
HODILE SOLANGE,5,0,5
HOLGER,5,5,0
HOLMO,5,5,0
HOLMO CRISTIANO GIORGIO GIUSEPPE,7,7,0
HOMAR,2,2,0
HONGYU,5,0,5
HOOBER,15,15,0
HOOUBER,1,1,0
HOOUBERT,5,5,0
HORACE,11,11,0
HORAND MATTHIAS,5,5,0
HORST,161,161,0
HORST NOE,10,10,0
HOSAM,2,2,0
HOSNI,2,2,0
HOUSAIN,14,14,0
HUBERT,763,763,0
HUBERT ALBIN,5,5,0
HUBERT ALOIS,1,1,0
HUBERT JOHANN,5,5,0
HUBERT JOSEF,58,58,0
HUBERT PETER,15,15,0
HUBERTUS,10,10,0
HUGO,147,147,0
HUGO FEDERICO,1,1,0
HUGO FRANZ,5,5,0
HUGO HUBERTUS,7,7,0
HUGUES,2,2,0
HUMBERT,5,5,0
HUMBERTINO,12,12,0
HUMBERTO,15,15,0
HUMBERTO LEONARDO,4,4,0
HUSSEIN,19,19,0
IACOBUCCI,4,4,0
IACOPA,4,4,0
IACOPO,151,151,0
IADER,40,40,0
IADRE,10,10,0
IAGO,4,4,0
IALUNA,5,5,0
IAMES,35,35,0
IAMO,5,5,0
IAN,2,2,0
IANA,42,0,42
IANA TIZIANA,9,0,9
IANETTA,10,0,10
IANNA FRANCA,22,0,22
IANNI,19,19,0
IANNINA ERIKA,3,0,3
IANNUZZI GIUSEPPE,5,5,0
IANO,16,16,0
IARIANTONIO,5,5,0
IASMINA,3,0,3
IATLO,1,1,0
IAURES,10,10,0
IAVARAZZO,1,1,0
IBRAHIM,5,5,0
ICADIO,11,11,0
ICARO,9,9,0
ICHELA,5,0,5
ICILIA,5,0,5
ICILIO,58,58,0
ICLI,5,5,0
ICLIF,5,5,0
ICONIO,4,4,0
IDA,1081,9,1072
IDA ADELINA,2,0,2
IDA ANNA,13,0,13
IDA ANNA MARIA,10,0,10
IDA ANTONELLA,15,0,15
IDA ANTONIETTA,10,0,10
IDA CARMELA,7,0,7
IDA ELVIRA,2,0,2
IDA GABRIELLA,1,0,1
IDA GIOVANNA,2,0,2
IDA GRAZIELLA,1,0,1
IDA IMMACOLATA,1,0,1
IDA IN BRAZZINI,5,0,5
IDA IN CALVINO,5,0,5
IDA IRMA,3,0,3
IDA ISOLINA,4,0,4
IDA LUCIA,11,0,11
IDA LUISA,5,0,5
IDA MARIA,10,4,6
IDA MERY,5,0,5
IDA NORA,5,0,5
IDA PAOLA,5,0,5
IDA RAMONA,3,0,3
IDA ROSA,5,0,5
IDALDA,25,0,25
IDALE,16,16,0
IDALGO,106,106,0
IDALIA,5,5,0
IDALIO,33,33,0
IDALO,24,24,0
IDAMO ROCCO,10,10,0
IDANA,6,0,6
IDEA GLORIA,5,0,5
IDEALE,24,24,0
IDELBRANDO,4,4,0
IDELFONSO,44,44,0
IDELMA,10,0,10
IDELMINO,24,24,0
IDELMIO,5,5,0
IDELMO,5,5,0
IDEO,45,45,0
IDEO GIANNI,5,5,0
IDER,5,5,0
IDETTA,4,0,4
IDIANA,5,0,5
IDIANO,4,4,0
IDILIA,9,0,9
IDILIA ROSA,5,0,5
IDILIO,84,84,0
IDIO,4,4,0
IDIO NELLO,5,5,0
IDO,173,173,0
IDO UMBERTO,10,10,0
IDOLO,26,26,0
IDOLO MARIO,10,10,0
IDRA,1,0,1
IDRIA,15,0,15
IEFTE,5,5,0
IELLA,26,0,26
IELMINO,5,5,0
IERIO,5,5,0
IERIS,8,8,0
IERTA,5,0,5
IESE,1,0,1
IESO,5,5,0
IGEA,19,0,19
IGEO TONINO,9,9,0
IGIANCARLA,5,0,5
IGIDIO,10,10,0
IGILIO,19,19,0
IGINA,10,0,10
IGINIO,347,347,0
IGINIO FLAVIO,23,23,0
IGINIO GILDO,3,3,0
IGINIO GIROLAMO,16,16,0
IGINIO ROBERTO,4,4,0
IGINO,1162,1162,0
IGINO COSTANTINO,5,5,0
IGINO EZIO,5,5,0
IGINO GIUSEPPE,4,4,0
IGINO LEARCO,5,5,0
IGINO LORENZO,8,8,0
IGINO MARIO,4,4,0
IGINO TULLIO,10,10,0
IGLES,10,10,0
IGLI,8,8,0
IGLIFF,2,2,0
IGLIS,34,34,0
IGNACIO,5,5,0
IGNAZ,115,115,0
IGNAZ.,5,5,0
IGNAZIA,106,0,106
IGNAZIA ANGELA,4,0,4
IGNAZIA BIAGINA,5,0,5
IGNAZIA CLARA,1,0,1
IGNAZIA RITA,1,0,1
IGNAZIA ROSALIA,4,0,4
IGNAZIELLA,1,0,1
IGNAZIETTO,15,15,0
IGNAZIO,4634,4634,0
IGNAZIO ACCURSIO,4,4,0
IGNAZIO ALESSANDRO,2,2,0
IGNAZIO ALFIO,6,6,0
IGNAZIO ALFONSO,10,10,0
IGNAZIO ANTONIO,13,13,0
IGNAZIO AURELIO,1,1,0
IGNAZIO CARLO,13,13,0
IGNAZIO CESARE,19,19,0
IGNAZIO COSTANTE,5,5,0
IGNAZIO D,5,5,0
IGNAZIO DOMENICO,7,7,0
IGNAZIO EDUARDO,4,4,0
IGNAZIO ENDRIO,4,4,0
IGNAZIO FERDINANDO,5,5,0
IGNAZIO FRANCESCO,35,35,0
IGNAZIO GAETANO,5,5,0
IGNAZIO GIANLUCA,4,4,0
IGNAZIO GIOVANNI,14,14,0
IGNAZIO GIOVANNI BATTISTA,27,27,0
IGNAZIO GIUSEPPE,76,76,0
IGNAZIO GREGORIO,10,10,0
IGNAZIO LEONARDO,5,5,0
IGNAZIO MARCELLO,10,10,0
IGNAZIO MARIA,10,10,0
IGNAZIO MARIANO,16,16,0
IGNAZIO MARIO,23,23,0
IGNAZIO MARTINO,10,10,0
IGNAZIO MICHELE,2,2,0
IGNAZIO PAOLO,21,21,0
IGNAZIO PIETRO,21,21,0
IGNAZIO QUARTO,7,7,0
IGNAZIO ROBERTO MARIA,2,2,0
IGNAZIO ROSARIO,11,11,0
IGNAZIO SALVATO,5,5,0
IGNAZIO SALVATORE,80,80,0
IGNAZIO SERAFINO,5,5,0
IGNAZIO SIMONE,6,6,0
IGNAZIO STEFANO,11,11,0
IGNAZIO WALTER,17,17,0
IGNZIO,6,6,0
IGOR,871,871,0
IGOR ALESSANDRO,22,22,0
IGOR CLAUDIO,5,5,0
IGOR ENRICO,19,19,0
IGOR GIANCARLO,3,3,0
IGOR LLOYD,5,5,0
IGOR LUIGI,11,11,0
IGOR MARIO,5,5,0
IGOR MASSIMO,4,4,0
IGOR SERAFINO,24,24,0
IGOR STEFANO,4,4,0
ILARIA,1753,8,1745
ILARIA AGNESE,10,0,10
ILARIA ANGELA,11,0,11
ILARIA ANNA,16,0,16
ILARIA ARABELLA PAOLA,2,0,2
ILARIA EMILIA,1,0,1
ILARIA FRANCESCA,5,0,5
ILARIA GIULIA,2,0,2
ILARIA MARIA,13,0,13
ILARIA MARIA ANGELA,4,0,4
ILARIA MARIA TERESA,6,0,6
ILARIA RITA,5,0,5
ILARIA SARA,15,0,15
ILARIA VALERIA,10,0,10
ILARIANTONIO,15,15,0
ILARINA,4,0,4
ILARIO,2732,2732,0
ILARIO ANGELO GAB.G.,5,5,0
ILARIO ANTONIO,32,32,0
ILARIO ARTURO,5,5,0
ILARIO AUGUSTO,10,10,0
ILARIO BATTISTA,10,10,0
ILARIO DOMENICO,4,4,0
ILARIO EMILIO,21,21,0
ILARIO FRANCESCO,13,13,0
ILARIO GIACOMO,9,9,0
ILARIO GIULIANO,4,4,0
ILARIO GIUSEPPE,2,2,0
ILARIO ITALO,1,1,0
ILARIO MARIO,4,4,0
ILARIO PIERCARLO,36,36,0
ILARIO PIETRO,24,24,0
ILARIOANTONI,5,5,0
ILARIONE,7,7,0
ILARO,20,20,0
ILARY,5,0,5
ILCA ROSA,1,0,1
ILDA,105,0,105
ILDA MARIA,10,0,10
ILDA SUSANNA,5,0,5
ILDANO,10,10,0
ILDE,94,0,94
ILDE SIMONA CINZIA,5,0,5
ILDEBRANDO,110,110,0
ILDEFONSO,30,30,0
ILDEFONSO ACHILLE,13,13,0
ILDEGARDO,4,4,0
ILDEO,38,38,0
ILDIKO,15,0,15
ILDIO,5,5,0
ILDO,122,122,0
ILDO GIUSEPPE,5,5,0
ILDO LUIGI,10,10,0
ILEA,5,0,5
ILEANA,311,9,302
ILEANA CATHIA,2,0,2
ILEANO,2,2,0
ILENIA,333,1,332
ILENIA ANNA,11,0,11
ILENIA BARBARA,3,0,3
ILENIA DONATELLA,2,0,2
ILENIA FIAMMETTA,3,0,3
ILENO,9,9,0
ILER,18,18,0
ILERNANDO,15,15,0
ILES,18,18,0
ILIA,27,0,27
ILIAN,5,5,0
ILIANA,53,0,53
ILIANO,79,79,0
ILIC,9,9,0
ILICIA,3,0,3
ILICO,5,5,0
ILIE CATALIN,2,2,0
ILIHC,16,16,0
ILIK,20,20,0
ILIO,375,375,0
ILIO AGOSTINO,9,9,0
ILIO GIORGIO,10,10,0
ILIO NINO,25,25,0
ILIO PEPPINO,18,18,0
ILIO VINCENZO,26,26,0
ILIZIA,1,0,1
ILJA,7,0,7
ILJIC,10,10,0
ILKA,2,0,2
ILLARI,5,0,5
ILLER,33,29,4
ILLIA,6,0,6
ILLIAS,15,15,0
ILLIC,5,5,0
ILLO,5,5,0
ILLUMINATA MARIA,1,0,1
ILLUMINATO,36,36,0
ILLUMINATO FABIO,5,5,0
ILMA,9,0,9
ILMO,32,32,0
ILO,5,5,0
ILO CLAUDIO,25,25,0
ILONA MARZENA,2,0,2
ILSE,10,0,10
ILVA,65,0,65
ILVA MARIA,4,0,4
ILVANO,75,75,0
ILVER,4,4,0
ILVER DARIO,10,10,0
ILVIO,32,32,0
ILVO,128,128,0
ILVO GIUSEPPE,18,18,0
ILVO LUIGI,5,5,0
ILZE,5,0,5
IMA,10,0,10
IMAELE,5,5,0
IMBAGLIONE,1,0,1
IMELDA,141,0,141
IMELDA DOMENICA,4,4,0
IMELDE,10,0,10
IMER,25,25,0
IMER PAOLO,4,4,0
IMERE,5,5,0
IMERIO,258,258,0
IMERIO FULVI,5,5,0
IMERO,5,5,0
IMERTO,5,5,0
IMLER,19,19,0
IMMA,5,0,5
IMMACOLATA,472,2,470
IMMACOLATA CHIARA,4,0,4
IMMACOLATA CONCETTA,4,0,4
IMMACOLATA DETTA ADA,2,0,2
IMMACOLATA IN DELLO IOIO,2,0,2
IMMACOLATA LETIZIA,4,0,4
IMMACOLATA MARIA VENERE,4,0,4
IMMACOLATA NICOLINA,5,0,5
IMMACOLATA SILVANA,5,0,5
IMMACOLATA SONIA,1,0,1
IMMACOLATA STEFANIA,6,0,6
IMMACOLATA VINCENZA,2,0,2
IMMACOLATA VITTORIA,5,0,5
IMMACOLATO,6,6,0
IMO,4,4,0
IMO ERNESTO,5,5,0
IMOGENE,17,0,17
IMOLA,10,0,10
IMOLO,4,4,0
IMPERIA,2,0,2
IMPERIO,28,28,0
IMPERO,15,15,0
IMPERO VITTORIO,5,5,0
INA,16,0,16
INACIO,5,5,0
INACO,10,10,0
INAGO,4,4,0
INAKI,4,4,0
INCENZO,9,9,0
INCORONATA,65,0,65
INCORONATA DANIELA,5,0,5
INCORONATA MARIA,1,0,1
INCORONATA NADIA,5,0,5
INDIRA,4,0,4
INDRO,15,15,0
INELDO,5,5,0
INELIO,5,5,0
INENZO,5,5,0
INEREO,34,34,0
INERIO,25,25,0
INES,605,17,588
INES BENEDETTA,1,0,1
INES EMMA,5,0,5
INES GABRIELLA,9,0,9
INES GIUSEPPINA,4,0,4
INES MARIA,23,0,23
INES MARIA ROBERTA,25,0,25
INGE,25,0,25
INGEBORG,47,0,47
INGEBURG,5,0,5
INGENUIN,15,15,0
INGER JOHANNE,1,0,1
INGLI,7,7,0
INGO,5,5,0
INGRID,162,10,152
INGRID SABRINA,5,0,5
INICCO PIETRO,3,3,0
INIGO,5,5,0
INNOCCENZA MARIA ASSUNTA,1,0,1
INNOCENTA,5,0,5
INNOCENTE,285,285,0
INNOCENTE FRANCESCO,1,1,0
INNOCENTE FRANCO,10,10,0
INNOCENTE LUIGI,23,23,0
INNOCENTE M,10,10,0
INNOCENTE STEFANO,7,7,0
INNOCENZA,98,0,98
INNOCENZA CARMELA,5,0,5
INNOCENZA ELEONORA,5,0,5
INNOCENZIO,32,32,0
INNOCENZIO ANTONIO,2,2,0
INNOCENZIO CARMINE A,5,5,0
INNOCENZO,914,908,6
INNOCENZO ANTONIO,5,5,0
INNOCENZO DONATO,4,4,0
INNOCENZO FRANCESCO,5,5,0
INNOCENZO GIUSEPPE,8,8,0
INNOCENZO LUCIO,8,8,0
INO,13,13,0
INTIMO,10,10,0
IOAN,7,7,0
IOAN ADRIAN,5,5,0
IOANA CATALINA,1,0,1
